Country,Longitude,Latitude,Average_Tone,Mentions,Goldstein
Philippines,123.326,9.6441,7,8,-2
Russia,104.296,52.2978,4,40,-5
Russia,107.61,51.8261,2,10,-4
SaudiArabia,45.0,25.0,4,33,-3
SierraLeone,-11.5,8.5,6,18,-2
SouthAfrica,18.3871,-33.5154,3,9,-4
SouthKorea,127.5,37.0,3,9,-2
Spain,-3.68333,40.4,4,9,-5
SriLanka,80.6217,7.4698,2,5,-4
Sweden,18.05,59.3333,5,2,-10
Switzerland,8.55,47.3667,3,49,-5
Tanzania,35.0,-6.0,3,36,-5
Turkey,32.8644,39.9272,5,4,-4
Turkey,42.3726,39.3153,3,4,-5
Uganda,32.2439,-0.320278,6,7,-4
UnitedKingdom,-2.9,53.55,3,1,-10
UnitedStates,-105.559,37.7544,8,5,-2
UnitedStates,-106.19,35.2325,4,18,-4
UnitedStates,-117.122,38.4199,7,5,-2
UnitedStates,-119.746,36.17,4,73,-6
UnitedStates,-120.857,35.2122,4,9,-10
UnitedStates,-122.127,44.5672,3,23,-7
UnitedStates,-122.607,42.0749,5,2,-4
UnitedStates,-157.531,21.1098,4,6,-4
UnitedStates,-69.3977,44.6074,7,5,-5
UnitedStates,-71.5314,42.2373,6,11,-7
UnitedStates,-72.7093,44.0407,2,6,-2
UnitedStates,-74.9384,42.1497,4,23,-5
UnitedStates,-75.6624,41.409,5,2,-2
UnitedStates,-76.3405,42.9828,3,9,-2
UnitedStates,-76.7902,39.0724,6,20,-2
UnitedStates,-77.0039,38.8929,4,5,-5
UnitedStates,-77.264,40.5773,3,105,-10
UnitedStates,-79.0567,43.0945,5,7,-2
UnitedStates,-80.13,25.7907,4,3,-6
UnitedStates,-80.1867,25.8901,6,1,-9
UnitedStates,-81.717,27.8333,5,46,-5
UnitedStates,-83.0458,42.3314,4,9,-5
UnitedStates,-84.6514,37.669,3,6,-2
UnitedStates,-86.7489,35.7449,4,9,-10
UnitedStates,-86.8025,33.5207,5,27,-10
UnitedStates,-89.6385,44.2563,5,825,-6
UnitedStates,-92.302,38.4623,3,18,-4
UnitedStates,-95.3633,29.7633,4,94,-5
Vietnam,105.533,21.35,5,3,-4
Zimbabwe,31.0447,-17.8178,4,101,-9
null,180.0,0.0,7,28,-2
Antarctica,32.3438,-85.6221,4,180,-7
Armenia,45.3298,40.3886,4,5,-2
Australia,133.871,-18.6269,4,20,-2
Australia,144.219,-35.807,3,2,-4
Belgium,4.0,50.8333,5,18,-7
Cambodia,105.0,13.0,3,1,-10
Canada,-123.133,49.25,6,26,-4
Canada,-128.7,54.0,0,2,-2
Canada,-73.5833,45.5,4,16,-9
Canada,-95.0,60.0,4,25,-2
Canada,-97.1667,49.8833,5,7,-10
China,105.0,35.0,3,277,-4
China,108.69,27.9203,4,8,-2
China,121.111,31.2809,3,25,-5
China,121.458,31.2222,5,2,-10
China,125.282,41.6576,5,2,-10
China,86.004,28.304,3,110,-3
China,90.0,32.0,4,82,-3
CzechRepublic,14.4667,50.0833,6,18,-4
Finland,26.0,64.0,6,9,-2
France,5.73333,45.6333,4,3,-2
Germany,13.0,51.0,4,5,-2
Germany,13.4,52.5167,4,18,-4
Guam,145.096,13.2613,2,9,-10
Guyana,-59.0,5.0,4,9,-2
Haiti,-72.4167,19.0,4,37,-8
Iceland,-18.0,65.0,4,48,-2
India,72.8258,18.975,2,1,-9
India,73.35,16.6167,2,3,-9
India,75.8167,26.9167,2,45,-5
India,76.1333,32.5667,0,13,-9
India,77.4,23.2667,3,7,-6
India,84.6,18.9333,6,9,-5
Indonesia,107.5,-6.75,3,5,-4
Indonesia,108.513,-6.7073,4,2,-4
Indonesia,112.51,-7.7394,4,27,-2
Indonesia,117.133,-8.4129,5,9,-2
Indonesia,97.2947,5.0438,2,3,-4
Israel,34.75,31.5,5,13,-2
Israel,35.5,31.5,5,86,-2
Italy,12.4833,41.9,3,257,-5
Japan,139.75,35.6667,8,9,-5
Kazakhstan,68.0,48.0,3,1,-10
Kenya,38.0,1.0,7,4,-2
Kosovo,21.0,42.5833,3,9,-5
Madagascar,47.0,-20.0,8,5,-4
Madagascar,47.5167,-18.9167,8,37,-4
Malaysia,101.7,3.16667,2,10,-5
Malaysia,112.5,2.5,4,51,-5
Nepal,85.3167,27.7167,5,18,-2
Netherlands,5.75,52.5,5,83,-3
NewZealand,174.0,-41.0,3,58,-10
Niger,7.34361,18.7108,2,4,-2
NorthernMarianaIslands,144.888,19.4355,4,22,-7
Pakistan,67.05,24.8667,3,1,-10
Philippines,125.005,11.2433,4,4,-10
Portugal,-8.0,39.5,6,34,-3
PuertoRico,-66.4838,18.2359,5,15,-8
Russia,100.0,60.0,2,40,-7
Serbia,20.75,43.75,3,9,-5
Seychelles,55.45,-4.61667,5,9,-5
SouthAfrica,29.3725,-22.2071,6,9,-2
SriLanka,80.1267,6.1311,2,4,-4
SriLanka,81.0,7.0,3,1,-10
Sweden,14.0667,61.0167,2,9,-6
Taiwan,120.271,22.8719,5,4,-2
Taiwan,120.355,23.2094,5,5,-2
Taiwan,120.383,23.9833,5,9,-8
Tajikistan,71.0,39.0,3,1,-10
Thailand,101.898,18.0206,3,8,-2
Thailand,99.5501,14.0032,4,4,-5
UnitedArabEmirates,55.28,25.2522,6,14,-7
UnitedKingdom,-1.58333,53.8,10,4,-2
UnitedStates,-105.327,39.0646,5,126,-7
UnitedStates,-110.234,44.7666,2,6,-10
UnitedStates,-110.326,46.9048,6,13,-3
UnitedStates,-110.489,42.4752,2,18,-2
UnitedStates,-111.854,40.1135,8,4,-2
UnitedStates,-112.074,33.4484,7,18,-4
UnitedStates,-113.994,46.8721,4,7,-2
UnitedStates,-114.51,44.2394,5,5,-2
UnitedStates,-118.411,33.8847,2,5,-5
UnitedStates,-118.467,33.935,5,9,-6
UnitedStates,-119.682,34.0186,7,7,-3
UnitedStates,-119.772,36.7477,4,6,-10
UnitedStates,-120.911,39.9913,5,17,-2
UnitedStates,-121.895,37.3394,3,5,-2
UnitedStates,-122.235,48.6004,4,9,-2
UnitedStates,-122.65,47.6632,2,26,-2
UnitedStates,-152.268,61.385,3,67,-3
UnitedStates,-71.0598,42.3584,5,38,-7
UnitedStates,-71.5653,43.4108,5,21,-5
UnitedStates,-73.7629,41.034,1,4,-10
UnitedStates,-73.9465,41.2745,6,10,-2
UnitedStates,-74.0929,40.6423,5,9,-4
UnitedStates,-74.5089,40.314,2,18,-2
UnitedStates,-74.5677,41.064,3,2,-10
UnitedStates,-75.8813,41.2459,5,2,-2
UnitedStates,-76.6497,39.4668,6,4,-10
UnitedStates,-76.8766,38.4135,6,16,-2
UnitedStates,-77.0178,38.8773,6,4,-2
UnitedStates,-77.0364,38.8951,5,388,-5
UnitedStates,-78.2057,37.768,5,24,-3
UnitedStates,-78.8867,33.6891,4,1,-10
UnitedStates,-79.8431,35.6411,3,9,-4
UnitedStates,-79.9748,32.8546,8,8,-10
UnitedStates,-82.7755,40.3736,2,1,-10
UnitedStates,-84.5333,35.8501,3,2,-2
UnitedStates,-84.5603,43.3504,5,23,-3
UnitedStates,-86.2604,39.8647,4,1,-5
UnitedStates,-89.5182,37.3059,3,9,-2
UnitedStates,-90.0751,29.9546,3,9,-2
UnitedStates,-91.2015,36.6484,4,9,-10
UnitedStates,-97.6475,31.106,3,64,-5
UnitedStates,-98.0473,42.7661,5,45,-10
Uzbekistan,64.0,41.0,3,1,-10
Vietnam,106.0,16.0,6,4,-5
Vietnam,106.567,20.2833,5,4,-4
Vietnam,106.667,10.75,6,4,-5
Zambia,30.0,-15.0,3,1,-10
Zimbabwe,26.8446,-17.9946,5,5,-10
Zimbabwe,30.864,-16.4315,7,6,-6
Zimbabwe,31.6667,-21.05,2,18,-10
null,-25.0,10.0,4,1,-2
,0.0,0.0,4,330,-5
Angola,13.2344,-8.83833,4,8,-2
Argentina,-58.6725,-34.5875,3,1,-10
Australia,115.767,-32.5833,4,9,-4
Australia,122.239,-17.9554,6,18,-10
Australia,133.0,-27.0,4,17,-7
Australia,134.0,-20.0,5,25,-6
Australia,135.743,-11.9592,7,6,-10
Australia,146.6,-41.25,5,9,-10
Australia,148.605,-32.243,5,16,-2
Australia,149.44,-35.2565,5,25,-10
Australia,151.183,-33.8406,2,5,-4
Australia,153.017,-27.5,4,7,-8
Austria,16.3667,48.2,10,6,-9
Bahamas,-76.0,24.25,6,9,-7
Brazil,-40.3167,-13.6667,3,16,-5
BritishIndianOceanTerritory,72.0,-6.0,8,4,-5
Bulgaria,23.5667,41.55,5,2,-6
Bulgaria,24.8333,41.65,3,40,-3
Cambodia,105.967,12.7801,3,36,-4
Canada,-126.583,49.5833,4,9,-10
Canada,-75.7,45.4167,4,52,-4
Canada,-79.4167,43.6667,6,2,-5
China,104.067,30.6667,4,12,-5
China,114.825,27.7856,6,2,-10
China,116.391,39.9044,2,4,-2
China,120.144,30.2507,3,13,-2
China,120.198,31.2165,4,15,-2
China,121.983,40.1,4,16,-4
China,129.336,42.7683,5,20,-7
Denmark,12.5833,55.6667,6,54,-8
Ethiopia,35.7167,8.33333,5,6,-2
Ethiopia,38.7,9.03333,4,6,-2
France,2.0,46.0,4,10,-5
Georgia,43.5,42.0,7,10,-2
Germany,10.65,52.15,4,3,-2
Germany,9.18333,48.7667,5,2,-6
Guyana,-58.15,6.8,4,9,-2
Hungary,17.4764,47.0846,2,153,-4
India,76.9569,8.50694,5,9,-6
India,77.5833,12.9833,3,9,-9
India,77.7,27.5833,3,14,-5
India,80.85,16.2,3,2,-6
India,81.8833,25.5,3,4,-5
India,86.3333,20.6333,2,8,-9
Indonesia,102.0,0.0,3,108,-2
Indonesia,106.531,-6.01361,4,8,-2
Indonesia,108.557,-6.7063,8,1,-5
Indonesia,120.0,-5.0,3,16,-4
Iraq,44.0,33.0,7,9,-10
Israel,34.7863,31.2516,7,9,-4
Israel,34.9885,32.8184,2,6,-10
Japan,135.75,35.0,5,4,-2
Japan,138.0,36.0,3,898,-8
Japan,139.751,35.685,3,866,-5
Kenya,37.2833,-2.66667,3,5,-2
Kyrgyzstan,75.0,41.0,3,1,-10
Malaysia,101.65,3.08333,6,2,-10
Malaysia,101.667,3.08333,6,9,-10
Malaysia,102.0,4.0,2,19,-10
Malaysia,110.3,1.71667,5,4,-4
Malaysia,114.0,1.0,3,107,-3
Malta,14.4436,35.9136,5,1,-10
Malta,14.5833,35.8333,2,9,-10
Myanmar,98.0,22.0,3,1,-10
NewZealand,171.25,-42.75,5,20,-10
NewZealand,171.933,-41.5167,5,8,-10
Oceans,20.0,35.0,4,1,-2
Oman,54.0924,17.015,3,8,-10
Philippines,121.846,13.9427,8,1,-5
Russia,30.2642,59.8944,1,18,-8
Russia,33.0184,68.8806,5,1,-2
Russia,33.0925,68.9792,4,11,-2
Russia,37.4297,55.897,2,23,-8
Russia,37.6156,55.7522,3,433,-5
SouthKorea,127.715,37.9414,5,1,-10
SouthKorea,127.817,38.1833,5,9,-2
Spain,-5.54965,43.3676,5,1,-4
SriLanka,80.051,8.4106,5,9,-2
Sweden,16.5,60.8333,2,9,-5
Switzerland,8.0,47.0,3,1,-5
Taiwan,121.532,25.0478,3,1,-10
Tajikistan,69.8708,38.7826,4,6,-2
Thailand,100.517,13.75,5,50,-4
Turkey,28.9647,41.0186,4,9,-2
Turkey,38.6343,39.4532,3,9,-6
Turkmenistan,60.0,40.0,3,1,-10
Uganda,33.2042,0.424444,2,4,-4
UnitedKingdom,-0.116667,51.5,3,37,-4
UnitedKingdom,-2.0,54.0,6,62,-5
UnitedKingdom,-3.06667,54.9833,7,9,-4
UnitedKingdom,-4.1,50.8833,8,9,-2
UnitedKingdom,-5.83333,54.6167,5,9,-5
UnitedKingdom,0.116667,52.2,7,12,-4
UnitedKingdom,1.0,52.6667,6,4,-4
UnitedStates,-101.72,41.128,5,2,-4
UnitedStates,-104.403,32.8423,5,25,-2
UnitedStates,-109.861,42.8666,7,9,-4
UnitedStates,-111.039,45.6797,2,9,-10
UnitedStates,-111.388,33.7712,2,9,-4
UnitedStates,-118.244,34.0522,4,50,-4
UnitedStates,-121.851,38.0666,7,9,-2
UnitedStates,-121.868,37.9833,5,9,-5
UnitedStates,-122.275,47.564,3,9,-5
UnitedStates,-122.311,47.6561,7,9,-10
UnitedStates,-122.332,47.6062,5,684,-10
UnitedStates,-122.437,47.6618,9,9,-2
UnitedStates,-123.172,42.436,5,5,-4
UnitedStates,-70.0328,41.7001,7,14,-10
UnitedStates,-70.4161,42.0334,4,7,-9
UnitedStates,-70.5661,41.9187,8,4,-4
UnitedStates,-71.6162,42.2695,5,2,-4
UnitedStates,-72.7622,41.5834,4,21,-5
UnitedStates,-74.5496,40.5668,8,7,-9
UnitedStates,-75.5148,39.3498,7,5,-2
UnitedStates,-76.0763,38.7743,8,4,-4
UnitedStates,-77.538,41.747,5,5,-5
UnitedStates,-78.9489,43.0834,5,2,-2
UnitedStates,-79.0717,38.1496,5,2,-5
UnitedStates,-80.1937,25.7743,6,2,-4
UnitedStates,-80.9066,33.8191,5,429,-6
UnitedStates,-81.3504,38.0046,4,3,-2
UnitedStates,-81.6326,38.3498,5,4,-4
UnitedStates,-82.0415,29.2497,6,1,-10
UnitedStates,-83.9207,35.9606,3,1,-2
UnitedStates,-84.4569,39.162,2,4,-4
UnitedStates,-86.8072,39.1289,4,1,-2
UnitedStates,-86.8073,32.799,4,37,-5
UnitedStates,-88.0198,44.5192,2,9,-4
UnitedStates,-89.6812,32.7673,5,13,-3
UnitedStates,-91.8749,31.1801,5,27,-3
UnitedStates,-96.8005,38.5111,8,9,-2
UnitedStates,-96.8067,32.7831,2,1,-10
UnitedStates,-97.0,38.0,6,270,-6
UnitedStates,-98.4936,29.4241,9,9,-10
UnitedStates,-99.793,47.5362,6,6,-2
Venezuela,-63.1699,10.4977,5,5,-4
Vietnam,105.917,10.25,3,9,-4
Zimbabwe,28.8,-16.5167,4,18,-10
Zimbabwe,28.9518,-16.5498,2,10,-10
null,70.0,-10.0,8,4,-5
