Country,Longitude,Latitude,Average_Tone,Mentions,Goldstein
Spain,-3.68333,40.4,1,570,-4
Spain,-4.0,40.0,2,27,-5
Switzerland,7.46667,46.9167,4,20,-4
Syria,38.0,35.0,2,12,-4
Tanzania,35.0,-6.0,2,22,-3
Tanzania,36.6833,-3.36667,2,40,-4
Tanzania,40.1833,-10.2667,1,10,-5
Thailand,100.931,13.1737,2,4,-2
TrinidadandTobago,-61.4951,10.6486,3,4,-4
TrinidadandTobago,-61.5486,10.1844,1,3,-6
TrinidadandTobago,-61.6824,10.1782,2,48,-5
Tunisia,10.1797,36.8028,3,1,-7
Turkey,28.6767,41.3053,1,4,-6
Turkey,29.0433,41.0572,1,16,-6
Turkey,32.8644,39.9272,1,6,-5
Turkey,32.8918,36.6404,2,16,-2
Turkey,35.6592,38.7918,2,15,-7
Uganda,32.5667,0.333333,1,20,-10
UnitedKingdom,-0.133333,51.5,7,399,-3
UnitedKingdom,-0.916667,50.85,3,3,-5
UnitedKingdom,-2.23333,53.45,3,10,-5
UnitedKingdom,-3.01639,51.2169,1,10,-10
UnitedKingdom,-3.15,51.8,2,10,-2
UnitedKingdom,-6.0,56.7167,1,10,-10
UnitedStates,-101.831,35.222,3,8,-5
UnitedStates,-102.989,38.46,3,8,-2
UnitedStates,-105.075,40.3978,4,2,-2
UnitedStates,-106.925,38.5458,2,5,-2
UnitedStates,-107.209,42.7475,4,102,-6
UnitedStates,-108.984,40.5289,1,6,-4
UnitedStates,-110.388,40.1616,1,10,-5
UnitedStates,-110.667,32.5006,1,4,-2
UnitedStates,-112.139,36.0544,2,120,-10
UnitedStates,-115.311,35.3405,1,20,-10
UnitedStates,-117.113,32.5839,2,4,-10
UnitedStates,-117.122,38.4199,2,60,-5
UnitedStates,-118.327,34.0983,4,10,-3
UnitedStates,-118.775,34.1364,7,1,-9
UnitedStates,-118.853,44.2482,3,149,-2
UnitedStates,-119.001,44.5002,4,638,-2
UnitedStates,-119.015,38.0076,2,10,-10
UnitedStates,-119.746,36.17,2,720,-5
UnitedStates,-121.121,37.0573,1,4,-2
UnitedStates,-121.291,37.9577,3,16,-2
UnitedStates,-121.523,40.3263,1,2,-2
UnitedStates,-122.127,44.5672,2,81,-7
UnitedStates,-122.271,37.8044,2,10,-7
UnitedStates,-122.485,37.8591,1,2,-2
UnitedStates,-122.919,38.0119,3,160,-10
UnitedStates,-133.682,56.9117,2,20,-2
UnitedStates,-144.501,68.7506,4,8,-5
UnitedStates,-157.531,21.1098,0,9,-9
UnitedStates,-163.008,69.7439,1,5,-10
UnitedStates,-69.3977,44.6074,2,76,-7
UnitedStates,-71.5314,42.2373,2,36,-9
UnitedStates,-71.6412,42.3195,2,4,-10
UnitedStates,-72.7093,44.0407,1,105,-6
UnitedStates,-73.1929,42.5126,1,24,-2
UnitedStates,-73.3518,41.6751,2,2,-4
UnitedStates,-73.8243,40.9601,3,7,-5
UnitedStates,-74.9384,42.1497,3,578,-5
UnitedStates,-76.2852,36.8468,1,3,-2
UnitedStates,-77.0726,38.9073,0,25,-5
UnitedStates,-77.264,40.5773,2,69,-4
UnitedStates,-78.6386,35.7721,2,44,-3
UnitedStates,-79.4612,33.0882,2,3,-10
UnitedStates,-79.7625,36.4646,2,16,-4
UnitedStates,-79.8626,32.7941,2,30,-10
UnitedStates,-80.672,28.5392,2,4,-2
UnitedStates,-81.717,27.8333,2,81,-5
UnitedStates,-84.6514,37.669,2,18,-6
UnitedStates,-86.7489,35.7449,1,21,-4
UnitedStates,-87.6501,41.85,1,31,-4
UnitedStates,-89.0022,40.3363,0,142,-2
UnitedStates,-89.6385,44.2563,1,5,-9
UnitedStates,-89.9381,29.3741,2,2,-10
UnitedStates,-90.2443,32.3132,1,2,-10
UnitedStates,-92.302,38.4623,1,24,-6
UnitedStates,-93.1402,32.9621,3,4,-5
UnitedStates,-93.214,42.0046,2,39,-5
UnitedStates,-93.9196,45.7326,1,6,-8
UnitedStates,-96.9247,35.5376,1,93,-6
UnitedStates,-97.0329,47.9253,1,6,-10
UnitedStates,-98.7084,46.9105,2,10,-10
VaticanCity,12.45,41.9,3,20,-10
Venezuela,-64.3213,8.45192,0,6,-2
Vietnam,106.667,10.3333,3,2,-10
Vietnam,107.0,11.0,1,8,-4
Yemen,43.4514,15.6683,2,20,-2
Zambia,28.2833,-15.4167,1,20,-5
Antarctica,32.3438,-85.6221,1,5,-2
Australia,115.767,-32.0,1,30,-5
Australia,140.567,-34.2333,1,20,-4
Australia,147.28,-43.29,2,30,-10
Australia,148.067,-19.8833,2,320,-4
Australia,151.371,-33.4298,1,4,-2
Bahamas,-77.35,25.0833,3,40,-5
Bahamas,-77.5833,25.0333,3,1,-2
Belgium,4.0,50.8333,1,53,-5
Botswana,24.0,-22.0,2,15,-2
Brazil,-37.55,-7.58333,1,52,-10
Brazil,-46.6167,-23.5333,1,5,-2
Brazil,-47.9167,-15.7833,1,5,-2
Cambodia,105.0,13.0,0,42,-5
Cambodia,106.019,12.4881,0,50,-10
Cameroon,11.55,3.73333,1,1,-10
Canada,-121.933,50.6833,2,4,-5
Canada,-123.133,49.25,2,39,-5
Canada,-123.233,49.3,2,20,-4
Canada,-125.9,49.1333,1,1,-5
Canada,-70.8833,45.5833,2,10,-10
Canada,-73.5833,45.5,2,126,-6
Canada,-95.0,60.0,2,1011,-5
Canada,-97.1667,49.8833,2,10,-4
Canada,-97.7167,52.15,5,5,-2
Chile,-70.7833,-33.7333,2,15,-4
Chile,-72.7,-45.4,1,12,-3
China,101.551,21.4686,2,24,-4
China,105.0,35.0,2,345,-4
China,116.274,27.7481,3,4,-4
China,121.458,31.2222,1,4,-2
China,92.4,31.7,4,2,-10
Colombia,-74.4,4.6,1,2,-4
CostaRica,-84.0,10.0,2,63,-10
CostaRica,-84.8388,9.97615,1,4,-5
Croatia,14.1811,45.1367,2,10,-10
ElSalvador,-89.1728,13.5814,2,2,-2
Fiji,175.0,-18.0,1,10,-5
France,4.52338,48.5556,2,20,-4
France,5.73333,45.6333,1,32,-6
Gabon,11.4,2.15,6,5,-5
Gabon,11.75,-1.0,1,5,-10
Germany,10.0,53.55,0,2,-5
Germany,13.0,51.0,1,10,-10
Germany,14.6333,51.9333,2,6,-2
Guyana,-58.1615,6.8094,1,8,-10
HongKong,113.941,22.2614,1,10,-10
HongKong,114.267,22.3833,1,5,-10
India,72.7333,19.65,0,8,-2
India,72.8258,18.975,0,10,-10
India,72.85,19.5167,0,5,-9
India,75.0,14.0,0,3,-4
India,75.3333,19.8833,4,10,-4
India,75.75,12.4167,1,5,-6
India,75.8167,26.9167,2,6,-6
India,76.0,28.0,0,2,-4
India,77.2167,28.6667,2,4,-4
India,77.4,23.2667,2,20,-4
India,80.2833,13.0833,4,10,-4
India,83.3,17.7,8,10,-10
Ireland,-8.0,53.0,3,20,-10
Ireland,-8.22194,53.0206,2,9,-2
Israel,35.1278,32.8389,1,20,-4
Japan,135.5,34.6667,1,14,-3
Japan,135.95,33.5833,0,40,-5
Jersey,-2.12585,49.1961,1,58,-6
Jordan,36.0,31.0,2,15,-2
Kenya,35.8601,-1.07829,2,5,-4
Kenya,36.4359,-0.716667,2,5,-4
Kenya,38.0,1.0,2,110,-6
Kenya,38.4619,-2.99208,2,4,-10
Lebanon,35.5097,33.8719,4,6,-4
Macau,113.55,22.1667,3,6,-2
Malaysia,112.5,2.5,3,29,-4
Mexico,-99.1386,19.4342,3,2,-4
Mongolia,105.0,46.0,0,30,-5
Mozambique,37.4967,-14.1989,0,410,-4
Myanmar,96.1561,16.8053,1,5,-5
Nepal,85.3167,27.7167,1,2,-2
Netherlands,5.75,52.5,2,20,-5
NewZealand,174.0,-41.0,1,24,-4
NewZealand,175.233,-41.1167,1,6,-9
Nicaragua,-85.0,13.0,2,10,-2
Nigeria,8.0,10.0,2,20,-3
Norway,10.0,62.0,1,52,-4
Norway,24.2833,70.45,2,20,-10
Pakistan,67.05,24.8667,5,5,-2
Pakistan,73.2145,34.1469,2,6,-5
Philippines,120.55,16.45,3,20,-4
Philippines,121.069,14.659,2,4,-2
Philippines,123.4,8.63333,1,32,-3
Philippines,123.8,10.5167,2,8,-2
Philippines,124.252,7.52139,2,6,-2
Portugal,-7.5389,38.2167,3,15,-2
Portugal,-8.0,39.5,3,40,-4
PuertoRico,-66.4838,18.2359,1,90,-7
Qatar,51.5333,25.2867,2,88,-8
Russia,100.0,60.0,2,63,-5
Russia,36.1873,51.7373,1,8,-4
Russia,39.7257,43.5992,0,52,-5
SouthAfrica,18.2728,-32.9002,0,10,-5
Svalbard,20.0,78.0,0,10,-2
Thailand,100.0,15.0,3,1,-4
Thailand,102.896,17.2664,2,10,-10
Thailand,99.9989,13.3643,2,6,-2
TrinidadandTobago,-61.0,11.0,1,90,-5
TrinidadandTobago,-61.4344,10.7635,3,4,-2
TrinidadandTobago,-61.5167,10.65,1,6,-6
Turkey,27.6997,38.4953,0,10,-6
UnitedKingdom,-1.03333,51.5667,1,5,-2
UnitedKingdom,-1.7,52.6167,3,2,-5
UnitedKingdom,-2.37806,51.7325,3,10,-10
UnitedKingdom,-2.61667,59.15,3,10,-10
UnitedKingdom,-5.93333,54.5833,2,4,-10
UnitedKingdom,0.05,52.2167,5,10,-5
UnitedStates,-102.366,43.1405,2,20,-10
UnitedStates,-105.327,39.0646,1,108,-5
UnitedStates,-108.317,41.2666,3,20,-2
UnitedStates,-110.292,39.1666,1,10,-2
UnitedStates,-110.326,46.9048,1,350,-2
UnitedStates,-110.784,32.9845,2,30,-10
UnitedStates,-111.854,40.1135,2,63,-5
UnitedStates,-112.074,33.4484,1,24,-10
UnitedStates,-114.51,44.2394,2,101,-3
UnitedStates,-119.568,37.8499,3,27,-2
UnitedStates,-119.682,34.0186,2,16,-3
UnitedStates,-119.772,36.7477,2,20,-2
UnitedStates,-119.939,39.0894,4,3,-2
UnitedStates,-120.019,38.1681,2,69,-2
UnitedStates,-120.612,35.0989,3,2,-10
UnitedStates,-121.082,36.5097,3,2,-5
UnitedStates,-121.494,38.5816,3,246,-3
UnitedStates,-122.28,37.7083,1,1,-10
UnitedStates,-122.301,40.1332,1,2,-2
UnitedStates,-122.545,37.906,3,6,-10
UnitedStates,-122.637,38.2324,2,56,-4
UnitedStates,-122.65,47.6632,2,8,-2
UnitedStates,-122.835,43.9165,3,8,-9
UnitedStates,-152.268,61.385,2,92,-5
UnitedStates,-68.9211,44.1873,4,6,-4
UnitedStates,-71.0598,42.3584,2,29,-2
UnitedStates,-71.5101,41.6772,2,5,-2
UnitedStates,-71.5653,43.4108,2,10,-4
UnitedStates,-73.1761,44.0085,3,6,-10
UnitedStates,-73.2104,40.7298,1,20,-2
UnitedStates,-73.9524,40.8854,3,15,-4
UnitedStates,-74.006,41.9695,1,50,-10
UnitedStates,-74.3776,40.489,1,1,-10
UnitedStates,-74.5089,40.314,2,37,-2
UnitedStates,-74.7829,41.7001,4,24,-5
UnitedStates,-76.2499,41.3754,2,10,-2
UnitedStates,-76.3077,36.881,1,3,-2
UnitedStates,-77.0178,38.8773,3,63,-6
UnitedStates,-77.0364,38.8951,2,1250,-4
UnitedStates,-77.4603,37.5538,2,10,-4
UnitedStates,-78.2057,37.768,2,55,-5
UnitedStates,-78.8147,35.4252,1,4,-2
UnitedStates,-79.3602,38.2065,2,100,-5
UnitedStates,-79.8431,35.6411,1,23,-3
UnitedStates,-79.9309,32.7766,2,4,-5
UnitedStates,-80.3256,27.4467,1,2,-2
UnitedStates,-80.4164,27.0837,1,2,-2
UnitedStates,-80.5762,28.0553,3,2,-2
UnitedStates,-80.9696,38.468,2,79,-3
UnitedStates,-81.5498,35.3335,2,18,-4
UnitedStates,-81.7915,28.7919,4,5,-5
UnitedStates,-82.0576,29.2166,2,21,-4
UnitedStates,-82.7493,29.2919,1,70,-10
UnitedStates,-82.7755,40.3736,3,87,-9
UnitedStates,-84.5603,43.3504,2,36,-5
UnitedStates,-84.895,40.4984,2,10,-5
UnitedStates,-84.9953,42.2573,1,10,-4
UnitedStates,-85.4849,32.6021,1,1,-10
UnitedStates,-86.2604,39.8647,2,2,-10
UnitedStates,-87.679,46.4733,4,6,-2
UnitedStates,-88.8834,41.2667,2,1,-10
UnitedStates,-90.0751,29.9546,1,44,-3
UnitedStates,-94.8803,47.4736,2,20,-7
UnitedStates,-95.0586,46.9222,2,4,-6
UnitedStates,-97.1331,33.2148,1,10,-5
UnitedStates,-97.2112,46.9005,2,2,-2
UnitedStates,-97.3208,32.7254,2,1,-2
UnitedStates,-97.6475,31.106,1,128,-5
UnitedStates,-97.7389,30.286,2,10,-4
UnitedStates,-99.4632,44.2853,1,2,-10
UnitedStates,0.0,0.0,2,17,-7
Uzbekistan,64.0,41.0,1,10,-5
Vietnam,106.0,16.0,3,10,-5
AntiguaandBarbuda,-61.8,17.05,3,2,-4
Armenia,44.5136,40.1811,1,6,-10
Australia,133.0,-27.0,1,91,-7
Australia,146.283,-42.2833,3,10,-10
Australia,146.833,-18.0,2,157,-3
Australia,148.389,-30.9539,1,2,-2
Australia,148.716,-20.2672,4,8,-2
Australia,149.983,-36.7313,2,2,-2
Australia,151.276,-33.8902,2,10,-2
Australia,151.285,-33.7985,1,8,-5
Australia,152.658,-26.1892,1,10,-2
Australia,153.017,-27.5,2,10,-2
Austria,13.8333,46.75,1,2,-10
Austria,16.3667,48.2,5,14,-9
Bangladesh,90.0,24.0,2,14,-6
Botswana,25.9317,-24.6611,2,5,-5
Brazil,-40.3167,-13.6667,2,6,-2
Brazil,-42.6,-22.8667,4,10,-10
Brazil,-48.6333,-20.9167,4,10,-5
Brazil,-52.6972,-23.4799,3,4,-4
Canada,-111.633,57.1667,2,10,-5
Canada,-125.917,49.15,1,3,-5
Canada,-126.0,49.25,1,4,-5
Canada,-75.7,45.4167,2,92,-4
Canada,-79.4167,43.6667,2,10,-4
Chile,-70.6667,-33.45,1,54,-5
Chile,-71.0,-30.0,2,255,-4
Chile,-71.4167,-35.7,1,17,-4
Chile,-74.0,-48.0,2,3,-2
China,105.601,27.2239,2,10,-4
China,110.846,21.9392,2,2,-6
China,113.25,23.1167,2,90,-5
China,119.076,37.7575,1,2,-2
China,121.141,31.7867,2,16,-4
China,129.336,42.7683,2,5,-6
Czechoslovakia,17.1167,48.15,1,4,-10
Denmark,12.5833,55.6667,5,4,-10
Ecuador,-75.4,-0.933333,1,5,-5
Ethiopia,38.0,8.0,3,2,-10
France,-3.11963,47.4841,0,10,-5
France,2.0,46.0,1,83,-7
Germany,11.5833,48.15,2,20,-4
Ghana,-2.0,8.0,1,16,-10
Guatemala,-89.1333,15.4,1,36,-9
HongKong,114.1,22.35,1,10,-4
India,72.6667,23.0833,3,5,-5
India,77.0333,28.4667,0,5,-9
India,78.7833,28.8333,0,4,-10
India,80.9167,26.85,0,2,-10
India,92.0,24.0,1,4,-4
India,93.55,24.9667,1,10,-10
Indonesia,108.134,-7.0065,2,6,-8
Iran,53.0,32.0,3,10,-10
Iraq,44.0,33.0,2,18,-6
Ireland,-6.24889,53.3331,1,32,-7
Ireland,-9.93139,52.2783,1,12,-10
Japan,129.05,32.8667,2,10,-4
Japan,135.75,35.0,1,20,-3
Japan,138.0,36.0,1,74,-5
Japan,139.751,35.685,0,143,-6
Kenya,36.8333,-1.36667,2,38,-10
Laos,102.6,17.9667,1,4,-2
Malaysia,103.432,3.9679,1,1,-6
Malaysia,114.0,1.0,2,8,-4
Malta,14.25,36.0494,2,8,-10
Malta,14.3425,35.9747,1,10,-4
Malta,14.5833,35.8333,0,39,-5
Myanmar,98.0,22.0,2,16,-4
Namibia,17.0,-22.0,1,18,-7
NewZealand,169.117,-43.8,2,10,-4
NewZealand,174.083,-35.2833,2,2,-4
Nicaragua,-86.2683,12.1508,2,10,-9
Nigeria,6.0,4.83333,1,15,-4
Pakistan,65.785,26.4681,2,4,-5
Pakistan,73.1667,33.7,2,22,-4
Peru,-76.0,-10.0,1,51,-7
Philippines,120.995,14.5243,2,3,-6
Romania,26.1,44.4333,5,125,-2
Russia,30.2642,59.8944,3,18,-5
Russia,37.6156,55.7522,2,12,-5
Russia,54.9641,57.2682,0,10,-10
Russia,95.8414,56.7428,0,8,-5
Somalia,49.0,10.0,2,10,-2
SouthAfrica,24.0,-29.0,7,2,-2
SouthAfrica,27.8667,-26.2667,1,10,-5
SouthAfrica,28.0833,-26.2,2,5,-10
Sweden,15.0,62.0,3,2,-2
Switzerland,8.0,47.0,2,5,-5
Thailand,100.517,13.75,1,44,-4
TrinidadandTobago,-61.4167,10.45,3,4,-5
TrinidadandTobago,-61.4167,10.5167,2,6,-6
Tunisia,9.0,34.0,2,4,-2
Turkey,28.9647,41.0186,2,30,-6
Turkey,29.3333,40.5333,0,10,-6
Turkey,35.0,39.0,1,10,-2
Uganda,32.0,1.0,2,2,-10
Uganda,32.5656,0.315556,4,10,-2
Ukraine,32.0,49.0,2,11,-2
UnitedKingdom,-0.116667,51.5,2,102,-7
UnitedKingdom,-2.0,54.0,2,89,-5
UnitedKingdom,-4.45,57.3,3,5,-10
UnitedKingdom,0.083333,52.3333,2,8,-2
UnitedStates,-105.102,40.1672,3,2,-2
UnitedStates,-106.237,34.8375,2,12,-5
UnitedStates,-106.778,32.3123,2,2,-10
UnitedStates,-108.483,36.69,3,6,-2
UnitedStates,-108.577,32.9659,1,10,-10
UnitedStates,-109.027,32.6978,2,6,-10
UnitedStates,-111.388,33.7712,1,125,-7
UnitedStates,-111.867,40.7844,3,8,-4
UnitedStates,-112.048,33.0581,1,15,-10
UnitedStates,-112.667,32.9167,1,1,-10
UnitedStates,-115.084,32.9584,2,10,-4
UnitedStates,-115.245,36.108,1,2,-2
UnitedStates,-116.203,43.6135,3,1,-2
UnitedStates,-117.157,32.7153,1,2,-4
UnitedStates,-117.29,34.1083,5,3,-9
UnitedStates,-118.201,34.3667,3,2,-4
UnitedStates,-118.293,36.5785,1,2,-2
UnitedStates,-118.781,34.2694,7,1,-9
UnitedStates,-120.66,35.2828,2,4,-2
UnitedStates,-121.568,45.5379,2,10,-10
UnitedStates,-121.868,37.9833,3,37,-2
UnitedStates,-122.046,47.3927,0,1,-10
UnitedStates,-122.273,37.8716,2,25,-7
UnitedStates,-122.332,47.6062,2,17,-2
UnitedStates,-122.419,37.7749,2,43,-5
UnitedStates,-122.676,45.5235,3,5,-2
UnitedStates,-149.9,61.2181,2,10,-2
UnitedStates,-72.7622,41.5834,2,30,-8
UnitedStates,-72.8684,41.2762,3,2,-5
UnitedStates,-73.4085,41.577,2,18,-4
UnitedStates,-74.3401,42.7965,4,8,-2
UnitedStates,-74.5329,40.8334,0,12,-3
UnitedStates,-74.6413,39.8834,3,2,-5
UnitedStates,-75.3749,40.5004,1,10,-7
UnitedStates,-75.5148,39.3498,2,12,-5
UnitedStates,-76.061,43.152,3,158,-3
UnitedStates,-76.405,38.319,2,6,-5
UnitedStates,-76.5877,34.6649,2,28,-5
UnitedStates,-77.0422,38.899,2,4,-5
UnitedStates,-78.5986,36.656,4,4,-5
UnitedStates,-79.1214,33.4332,2,6,-5
UnitedStates,-79.1514,33.3724,2,2,-5
UnitedStates,-79.4595,33.2352,2,12,-10
UnitedStates,-79.7133,33.1673,2,6,-5
UnitedStates,-80.0534,26.7153,2,4,-2
UnitedStates,-80.1937,25.7743,1,63,-4
UnitedStates,-80.8431,35.2271,2,2,-4
UnitedStates,-80.9066,33.8191,1,98,-5
UnitedStates,-81.4035,41.5176,3,10,-2
UnitedStates,-81.4537,37.7393,3,10,-2
UnitedStates,-81.5792,26.6803,3,4,-2
UnitedStates,-81.6484,30.3344,1,10,-4
UnitedStates,-81.6556,30.3322,1,10,-4
UnitedStates,-81.8831,26.567,1,8,-9
UnitedStates,-82.7088,35.9429,4,5,-2
UnitedStates,-84.4375,45.6875,4,2,-4
UnitedStates,-85.8125,34.5623,1,4,-5
UnitedStates,-86.8073,32.799,3,25,-6
UnitedStates,-87.9065,43.0389,4,4,-10
UnitedStates,-91.8749,31.1801,2,55,-3
UnitedStates,-92.3809,34.9513,2,20,-8
UnitedStates,-95.4002,29.8336,3,10,-5
UnitedStates,-96.8005,38.5111,0,30,-8
UnitedStates,-96.8067,32.7831,4,4,-5
UnitedStates,-97.0,38.0,2,345,-6
UnitedStates,-97.1317,33.0732,1,4,-10
UnitedStates,-97.6336,26.467,1,64,-2
UnitedStates,-98.2883,41.1289,1,89,-4
UnitedStates,-98.4936,29.4241,5,5,-5
UnitedStates,-99.793,47.5362,1,68,-8
Vietnam,105.117,10.7,3,2,-10
Vietnam,105.917,10.25,1,4,-2
Zimbabwe,31.6335,-19.6444,0,10,-5
